ts,requests,bytes,status_200,status_300,status_400,status_500
1995-07-01 22:19:00-04:00,61,1483672,51.0,10.0,0.0,0.0
1995-07-01 22:20:00-04:00,54,907668,47.0,7.0,0.0,0.0
1995-07-01 22:21:00-04:00,57,1559831,50.0,6.0,1.0,0.0
1995-07-01 22:22:00-04:00,80,757382,74.0,6.0,0.0,0.0
1995-07-01 22:23:00-04:00,46,2308052,36.0,10.0,0.0,0.0
1995-07-01 22:24:00-04:00,25,385532,19.0,6.0,0.0,0.0
1995-07-01 22:25:00-04:00,35,1338066,31.0,3.0,1.0,0.0
1995-07-01 22:26:00-04:00,40,2189246,38.0,2.0,0.0,0.0
1995-07-01 22:27:00-04:00,57,1824250,54.0,3.0,0.0,0.0
1995-07-01 22:28:00-04:00,56,3254645,53.0,3.0,0.0,0.0
1995-07-01 22:29:00-04:00,73,810332,53.0,20.0,0.0,0.0
1995-07-01 22:30:00-04:00,64,1182049,50.0,14.0,0.0,0.0
1995-07-01 22:31:00-04:00,60,1595548,50.0,10.0,0.0,0.0
1995-07-01 22:32:00-04:00,57,1343090,54.0,3.0,0.0,0.0
1995-07-01 22:33:00-04:00,31,227993,22.0,9.0,0.0,0.0
1995-07-01 22:34:00-04:00,51,2316581,45.0,6.0,0.0,0.0
1995-07-01 22:35:00-04:00,56,602557,37.0,19.0,0.0,0.0
1995-07-01 22:36:00-04:00,43,533231,38.0,4.0,1.0,0.0
1995-07-01 22:37:00-04:00,17,810273,16.0,1.0,0.0,0.0
1995-07-01 22:38:00-04:00,62,590583,57.0,4.0,1.0,0.0
1995-07-01 22:39:00-04:00,48,753876,44.0,4.0,0.0,0.0
1995-07-01 22:40:00-04:00,34,515235,31.0,3.0,0.0,0.0
1995-07-01 22:41:00-04:00,62,1352964,59.0,3.0,0.0,0.0
1995-07-01 22:42:00-04:00,46,1875801,44.0,2.0,0.0,0.0
1995-07-01 22:43:00-04:00,66,723742,59.0,6.0,1.0,0.0
1995-07-01 22:44:00-04:00,57,2239701,52.0,4.0,1.0,0.0
1995-07-01 22:45:00-04:00,44,977667,42.0,2.0,0.0,0.0
1995-07-01 22:46:00-04:00,42,858484,35.0,5.0,2.0,0.0
1995-07-01 22:47:00-04:00,49,1410595,41.0,5.0,3.0,0.0
1995-07-01 22:48:00-04:00,46,2035229,46.0,0.0,0.0,0.0
1995-07-01 22:49:00-04:00,68,3528053,66.0,2.0,0.0,0.0
1995-07-01 22:50:00-04:00,54,1039252,45.0,9.0,0.0,0.0
1995-07-01 22:51:00-04:00,38,594094,36.0,1.0,1.0,0.0
1995-07-01 22:52:00-04:00,65,1263237,57.0,8.0,0.0,0.0
1995-07-01 22:53:00-04:00,63,1205445,62.0,1.0,0.0,0.0
1995-07-01 22:54:00-04:00,63,1050233,59.0,4.0,0.0,0.0
1995-07-01 22:55:00-04:00,56,1718390,54.0,2.0,0.0,0.0
1995-07-01 22:56:00-04:00,66,822925,52.0,14.0,0.0,0.0
1995-07-01 22:57:00-04:00,50,718531,47.0,3.0,0.0,0.0
1995-07-01 22:58:00-04:00,41,408526,40.0,1.0,0.0,0.0
1995-07-01 22:59:00-04:00,66,2259025,62.0,4.0,0.0,0.0
1995-07-01 23:00:00-04:00,47,2135177,47.0,0.0,0.0,0.0
1995-07-01 23:01:00-04:00,41,437282,40.0,1.0,0.0,0.0
1995-07-01 23:02:00-04:00,36,718197,34.0,1.0,1.0,0.0
1995-07-01 23:03:00-04:00,61,1127635,50.0,9.0,2.0,0.0
1995-07-01 23:04:00-04:00,47,1241118,44.0,3.0,0.0,0.0
1995-07-01 23:05:00-04:00,30,1525710,27.0,3.0,0.0,0.0
1995-07-01 23:06:00-04:00,48,1179044,45.0,3.0,0.0,0.0
1995-07-01 23:07:00-04:00,40,554570,35.0,5.0,0.0,0.0
1995-07-01 23:08:00-04:00,43,1629312,38.0,5.0,0.0,0.0
1995-07-01 23:09:00-04:00,74,1197674,58.0,16.0,0.0,0.0
1995-07-01 23:10:00-04:00,57,534152,50.0,7.0,0.0,0.0
1995-07-01 23:11:00-04:00,32,1066970,31.0,1.0,0.0,0.0
1995-07-01 23:12:00-04:00,33,873076,32.0,1.0,0.0,0.0
1995-07-01 23:13:00-04:00,46,741567,39.0,7.0,0.0,0.0
1995-07-01 23:14:00-04:00,49,2013717,48.0,1.0,0.0,0.0
1995-07-01 23:15:00-04:00,26,370484,23.0,3.0,0.0,0.0
1995-07-01 23:16:00-04:00,96,1160005,86.0,10.0,0.0,0.0
1995-07-01 23:17:00-04:00,64,710218,58.0,6.0,0.0,0.0
1995-07-01 23:18:00-04:00,74,1197200,65.0,9.0,0.0,0.0
1995-07-01 23:19:00-04:00,68,2824961,63.0,5.0,0.0,0.0
1995-07-01 23:20:00-04:00,63,1730381,61.0,2.0,0.0,0.0
1995-07-01 23:21:00-04:00,63,1045832,59.0,4.0,0.0,0.0
1995-07-01 23:22:00-04:00,51,1369517,49.0,2.0,0.0,0.0
1995-07-01 23:23:00-04:00,50,2948067,45.0,5.0,0.0,0.0
1995-07-01 23:24:00-04:00,50,688887,43.0,7.0,0.0,0.0
1995-07-01 23:25:00-04:00,65,1344453,49.0,15.0,1.0,0.0
1995-07-01 23:26:00-04:00,63,482436,58.0,4.0,1.0,0.0
1995-07-01 23:27:00-04:00,56,1620025,51.0,5.0,0.0,0.0
1995-07-01 23:28:00-04:00,41,2440456,36.0,5.0,0.0,0.0
1995-07-01 23:29:00-04:00,70,514458,60.0,10.0,0.0,0.0
1995-07-01 23:30:00-04:00,48,761271,46.0,2.0,0.0,0.0
1995-07-01 23:31:00-04:00,35,1045061,34.0,1.0,0.0,0.0
1995-07-01 23:32:00-04:00,38,852521,35.0,3.0,0.0,0.0
1995-07-01 23:33:00-04:00,27,465175,25.0,2.0,0.0,0.0
1995-07-01 23:34:00-04:00,91,1425183,86.0,5.0,0.0,0.0
1995-07-01 23:35:00-04:00,63,1182995,60.0,3.0,0.0,0.0
1995-07-01 23:36:00-04:00,63,812008,57.0,6.0,0.0,0.0
1995-07-01 23:37:00-04:00,55,819848,49.0,6.0,0.0,0.0
1995-07-01 23:38:00-04:00,42,920133,42.0,0.0,0.0,0.0
1995-07-01 23:39:00-04:00,37,538861,35.0,2.0,0.0,0.0
1995-07-01 23:40:00-04:00,57,640622,48.0,8.0,1.0,0.0
1995-07-01 23:41:00-04:00,51,1964666,46.0,2.0,3.0,0.0
1995-07-01 23:42:00-04:00,58,1985075,57.0,1.0,0.0,0.0
1995-07-01 23:43:00-04:00,76,1237944,70.0,6.0,0.0,0.0
1995-07-01 23:44:00-04:00,44,1075039,41.0,2.0,1.0,0.0
1995-07-01 23:45:00-04:00,11,1388123,8.0,3.0,0.0,0.0
1995-07-01 23:46:00-04:00,46,649447,39.0,7.0,0.0,0.0
1995-07-01 23:47:00-04:00,22,384601,20.0,2.0,0.0,0.0
1995-07-01 23:48:00-04:00,24,313073,23.0,1.0,0.0,0.0
1995-07-01 23:49:00-04:00,42,445625,41.0,1.0,0.0,0.0
1995-07-01 23:50:00-04:00,65,582627,55.0,9.0,1.0,0.0
1995-07-01 23:51:00-04:00,48,522510,40.0,8.0,0.0,0.0
1995-07-01 23:52:00-04:00,52,1460592,42.0,10.0,0.0,0.0
1995-07-01 23:53:00-04:00,11,122724,11.0,0.0,0.0,0.0
1995-07-01 23:54:00-04:00,13,1457867,13.0,0.0,0.0,0.0
1995-07-01 23:55:00-04:00,16,1272462,16.0,0.0,0.0,0.0
1995-07-01 23:56:00-04:00,29,362113,26.0,1.0,2.0,0.0
1995-07-01 23:57:00-04:00,31,333185,26.0,5.0,0.0,0.0
1995-07-01 23:58:00-04:00,21,501742,20.0,1.0,0.0,0.0
1995-07-01 23:59:00-04:00,52,916364,44.0,8.0,0.0,0.0
1995-07-02 00:00:00-04:00,17,246487,13.0,4.0,0.0,0.0
1995-07-02 00:01:00-04:00,57,427589,35.0,20.0,2.0,0.0
1995-07-02 00:02:00-04:00,65,1111663,48.0,16.0,1.0,0.0
1995-07-02 00:03:00-04:00,35,519411,28.0,7.0,0.0,0.0
1995-07-02 00:04:00-04:00,69,1893964,66.0,3.0,0.0,0.0
1995-07-02 00:05:00-04:00,50,903780,40.0,10.0,0.0,0.0
1995-07-02 00:06:00-04:00,66,2028151,60.0,6.0,0.0,0.0
1995-07-02 00:07:00-04:00,54,1292610,52.0,2.0,0.0,0.0
1995-07-02 00:08:00-04:00,42,1238536,39.0,3.0,0.0,0.0
1995-07-02 00:09:00-04:00,42,865342,37.0,4.0,1.0,0.0
1995-07-02 00:10:00-04:00,49,1786969,47.0,2.0,0.0,0.0
1995-07-02 00:11:00-04:00,30,435714,24.0,6.0,0.0,0.0
1995-07-02 00:12:00-04:00,12,750705,12.0,0.0,0.0,0.0
1995-07-02 00:13:00-04:00,19,125789,18.0,1.0,0.0,0.0
1995-07-02 00:14:00-04:00,10,116293,8.0,2.0,0.0,0.0
1995-07-02 00:15:00-04:00,18,198015,16.0,2.0,0.0,0.0
1995-07-02 00:16:00-04:00,50,541870,46.0,4.0,0.0,0.0
1995-07-02 00:17:00-04:00,50,611386,46.0,4.0,0.0,0.0
1995-07-02 00:18:00-04:00,39,1133069,36.0,3.0,0.0,0.0
1995-07-02 00:19:00-04:00,18,252007,18.0,0.0,0.0,0.0
1995-07-02 00:20:00-04:00,63,1146097,63.0,0.0,0.0,0.0
1995-07-02 00:21:00-04:00,45,1193238,43.0,2.0,0.0,0.0
1995-07-02 00:22:00-04:00,50,1188190,47.0,3.0,0.0,0.0
1995-07-02 00:23:00-04:00,61,1074638,54.0,6.0,1.0,0.0
1995-07-02 00:24:00-04:00,63,1028155,56.0,7.0,0.0,0.0
1995-07-02 00:25:00-04:00,75,1421836,71.0,4.0,0.0,0.0
1995-07-02 00:26:00-04:00,51,638530,49.0,2.0,0.0,0.0
1995-07-02 00:27:00-04:00,63,1187035,60.0,3.0,0.0,0.0
1995-07-02 00:28:00-04:00,48,404113,41.0,7.0,0.0,0.0
1995-07-02 00:29:00-04:00,55,2748463,48.0,5.0,2.0,0.0
1995-07-02 00:30:00-04:00,52,1732421,43.0,4.0,5.0,0.0
1995-07-02 00:31:00-04:00,62,1031763,59.0,3.0,0.0,0.0
1995-07-02 00:32:00-04:00,48,742773,47.0,1.0,0.0,0.0
1995-07-02 00:33:00-04:00,68,869701,63.0,5.0,0.0,0.0
1995-07-02 00:34:00-04:00,48,2154461,43.0,4.0,1.0,0.0
1995-07-02 00:35:00-04:00,54,537576,43.0,11.0,0.0,0.0
1995-07-02 00:36:00-04:00,61,2201230,55.0,6.0,0.0,0.0
1995-07-02 00:37:00-04:00,64,989124,61.0,3.0,0.0,0.0
1995-07-02 00:38:00-04:00,51,949612,46.0,5.0,0.0,0.0
1995-07-02 00:39:00-04:00,38,3188747,37.0,1.0,0.0,0.0
1995-07-02 00:40:00-04:00,34,557780,31.0,3.0,0.0,0.0
1995-07-02 00:41:00-04:00,66,2054642,55.0,11.0,0.0,0.0
1995-07-02 00:42:00-04:00,46,1516557,43.0,2.0,1.0,0.0
1995-07-02 00:43:00-04:00,61,930478,58.0,3.0,0.0,0.0
1995-07-02 00:44:00-04:00,46,974876,43.0,2.0,1.0,0.0
1995-07-02 00:45:00-04:00,31,669723,29.0,2.0,0.0,0.0
1995-07-02 00:46:00-04:00,55,2104813,53.0,2.0,0.0,0.0
1995-07-02 00:47:00-04:00,59,1012380,53.0,6.0,0.0,0.0
1995-07-02 00:48:00-04:00,43,938198,33.0,10.0,0.0,0.0
1995-07-02 00:49:00-04:00,33,1133556,32.0,1.0,0.0,0.0
1995-07-02 00:50:00-04:00,43,1378328,39.0,4.0,0.0,0.0
1995-07-02 00:51:00-04:00,56,643765,52.0,4.0,0.0,0.0
1995-07-02 00:52:00-04:00,35,1512717,25.0,10.0,0.0,0.0
1995-07-02 00:53:00-04:00,42,958571,41.0,1.0,0.0,0.0
1995-07-02 00:54:00-04:00,48,845619,44.0,4.0,0.0,0.0
1995-07-02 00:55:00-04:00,49,697261,42.0,6.0,1.0,0.0
1995-07-02 00:56:00-04:00,76,1566584,69.0,4.0,3.0,0.0
1995-07-02 00:57:00-04:00,36,703175,34.0,2.0,0.0,0.0
1995-07-02 00:58:00-04:00,37,669932,33.0,3.0,1.0,0.0
1995-07-02 00:59:00-04:00,49,1127331,46.0,3.0,0.0,0.0
1995-07-02 01:00:00-04:00,49,636025,42.0,6.0,1.0,0.0
1995-07-02 01:01:00-04:00,50,996772,49.0,1.0,0.0,0.0
1995-07-02 01:02:00-04:00,58,1117322,56.0,2.0,0.0,0.0
1995-07-02 01:03:00-04:00,42,1299945,37.0,5.0,0.0,0.0
1995-07-02 01:04:00-04:00,33,488184,32.0,0.0,1.0,0.0
1995-07-02 01:05:00-04:00,29,1344155,22.0,7.0,0.0,0.0
1995-07-02 01:06:00-04:00,26,531411,23.0,3.0,0.0,0.0
1995-07-02 01:07:00-04:00,21,214412,21.0,0.0,0.0,0.0
1995-07-02 01:08:00-04:00,25,451449,24.0,1.0,0.0,0.0
1995-07-02 01:09:00-04:00,22,819582,20.0,2.0,0.0,0.0
1995-07-02 01:10:00-04:00,17,565543,16.0,1.0,0.0,0.0
1995-07-02 01:11:00-04:00,15,1727670,13.0,2.0,0.0,0.0
1995-07-02 01:12:00-04:00,54,579701,54.0,0.0,0.0,0.0
1995-07-02 01:13:00-04:00,37,759903,36.0,1.0,0.0,0.0
1995-07-02 01:14:00-04:00,54,1052495,53.0,1.0,0.0,0.0
1995-07-02 01:15:00-04:00,43,716924,42.0,1.0,0.0,0.0
1995-07-02 01:16:00-04:00,53,1041083,50.0,3.0,0.0,0.0
1995-07-02 01:17:00-04:00,61,815020,52.0,9.0,0.0,0.0
1995-07-02 01:18:00-04:00,54,578187,53.0,1.0,0.0,0.0
1995-07-02 01:19:00-04:00,32,1876694,30.0,2.0,0.0,0.0
1995-07-02 01:20:00-04:00,42,642945,37.0,5.0,0.0,0.0
1995-07-02 01:21:00-04:00,44,1527901,44.0,0.0,0.0,0.0
1995-07-02 01:22:00-04:00,51,990727,48.0,3.0,0.0,0.0
1995-07-02 01:23:00-04:00,49,1271659,42.0,7.0,0.0,0.0
1995-07-02 01:24:00-04:00,50,996834,47.0,2.0,1.0,0.0
1995-07-02 01:25:00-04:00,58,731582,52.0,4.0,2.0,0.0
1995-07-02 01:26:00-04:00,47,1612434,44.0,3.0,0.0,0.0
1995-07-02 01:27:00-04:00,52,2379045,48.0,4.0,0.0,0.0
1995-07-02 01:28:00-04:00,38,621605,38.0,0.0,0.0,0.0
1995-07-02 01:29:00-04:00,27,839178,27.0,0.0,0.0,0.0
1995-07-02 01:30:00-04:00,42,2085887,42.0,0.0,0.0,0.0
1995-07-02 01:31:00-04:00,42,1974750,37.0,4.0,1.0,0.0
1995-07-02 01:32:00-04:00,48,1338323,44.0,4.0,0.0,0.0
1995-07-02 01:33:00-04:00,49,2259919,47.0,2.0,0.0,0.0
1995-07-02 01:34:00-04:00,44,1378104,36.0,8.0,0.0,0.0
1995-07-02 01:35:00-04:00,41,665395,34.0,7.0,0.0,0.0
1995-07-02 01:36:00-04:00,63,1881648,53.0,10.0,0.0,0.0
1995-07-02 01:37:00-04:00,39,1731450,36.0,3.0,0.0,0.0
1995-07-02 01:38:00-04:00,32,1172895,31.0,1.0,0.0,0.0
1995-07-02 01:39:00-04:00,24,824816,24.0,0.0,0.0,0.0
1995-07-02 01:40:00-04:00,37,1525568,37.0,0.0,0.0,0.0
1995-07-02 01:41:00-04:00,45,881202,39.0,6.0,0.0,0.0
1995-07-02 01:42:00-04:00,39,1520146,31.0,8.0,0.0,0.0
1995-07-02 01:43:00-04:00,39,676937,36.0,3.0,0.0,0.0
1995-07-02 01:44:00-04:00,43,319730,36.0,5.0,2.0,0.0
1995-07-02 01:45:00-04:00,46,983600,40.0,6.0,0.0,0.0
1995-07-02 01:46:00-04:00,39,532840,39.0,0.0,0.0,0.0
1995-07-02 01:47:00-04:00,48,831943,46.0,2.0,0.0,0.0
1995-07-02 01:48:00-04:00,42,790049,39.0,3.0,0.0,0.0
1995-07-02 01:49:00-04:00,51,969363,48.0,3.0,0.0,0.0
1995-07-02 01:50:00-04:00,30,745174,29.0,1.0,0.0,0.0
1995-07-02 01:51:00-04:00,49,676285,43.0,5.0,1.0,0.0
1995-07-02 01:52:00-04:00,61,3082918,54.0,5.0,2.0,0.0
1995-07-02 01:53:00-04:00,47,859448,46.0,1.0,0.0,0.0
1995-07-02 01:54:00-04:00,42,789982,39.0,3.0,0.0,0.0
1995-07-02 01:55:00-04:00,41,601485,40.0,1.0,0.0,0.0
1995-07-02 01:56:00-04:00,55,1634910,50.0,2.0,3.0,0.0
1995-07-02 01:57:00-04:00,68,740216,58.0,10.0,0.0,0.0
1995-07-02 01:58:00-04:00,28,607151,27.0,0.0,1.0,0.0
1995-07-02 01:59:00-04:00,57,1950114,56.0,1.0,0.0,0.0
1995-07-02 02:00:00-04:00,46,698096,46.0,0.0,0.0,0.0
1995-07-02 02:01:00-04:00,41,270552,39.0,2.0,0.0,0.0
1995-07-02 02:02:00-04:00,57,480536,54.0,3.0,0.0,0.0
1995-07-02 02:03:00-04:00,45,2321724,40.0,5.0,0.0,0.0
1995-07-02 02:04:00-04:00,56,614845,51.0,5.0,0.0,0.0
1995-07-02 02:05:00-04:00,60,690884,57.0,1.0,2.0,0.0
1995-07-02 02:06:00-04:00,46,2063643,40.0,5.0,1.0,0.0
1995-07-02 02:07:00-04:00,71,729648,64.0,7.0,0.0,0.0
1995-07-02 02:08:00-04:00,31,616773,28.0,3.0,0.0,0.0
1995-07-02 02:09:00-04:00,32,567304,28.0,4.0,0.0,0.0
1995-07-02 02:10:00-04:00,33,501019,29.0,3.0,1.0,0.0
1995-07-02 02:11:00-04:00,26,380456,25.0,1.0,0.0,0.0
1995-07-02 02:12:00-04:00,27,1086904,26.0,1.0,0.0,0.0
1995-07-02 02:13:00-04:00,34,978872,31.0,3.0,0.0,0.0
1995-07-02 02:14:00-04:00,41,838565,36.0,5.0,0.0,0.0
1995-07-02 02:15:00-04:00,27,484685,25.0,2.0,0.0,0.0
1995-07-02 02:16:00-04:00,23,667274,23.0,0.0,0.0,0.0
1995-07-02 02:17:00-04:00,47,694861,46.0,1.0,0.0,0.0
1995-07-02 02:18:00-04:00,34,742295,32.0,2.0,0.0,0.0
1995-07-02 02:19:00-04:00,46,786951,45.0,1.0,0.0,0.0
1995-07-02 02:20:00-04:00,25,568216,24.0,1.0,0.0,0.0
1995-07-02 02:21:00-04:00,20,756534,20.0,0.0,0.0,0.0
1995-07-02 02:22:00-04:00,26,358976,23.0,3.0,0.0,0.0
1995-07-02 02:23:00-04:00,35,427011,35.0,0.0,0.0,0.0
1995-07-02 02:24:00-04:00,50,768921,46.0,4.0,0.0,0.0
1995-07-02 02:25:00-04:00,55,782770,50.0,5.0,0.0,0.0
1995-07-02 02:26:00-04:00,60,2518015,56.0,4.0,0.0,0.0
1995-07-02 02:27:00-04:00,54,978809,52.0,2.0,0.0,0.0
1995-07-02 02:28:00-04:00,43,427228,40.0,3.0,0.0,0.0
1995-07-02 02:29:00-04:00,40,364459,38.0,2.0,0.0,0.0
1995-07-02 02:30:00-04:00,61,671037,54.0,7.0,0.0,0.0
1995-07-02 02:31:00-04:00,28,245070,25.0,2.0,1.0,0.0
1995-07-02 02:32:00-04:00,31,1297329,29.0,1.0,1.0,0.0
1995-07-02 02:33:00-04:00,37,1403135,32.0,5.0,0.0,0.0
1995-07-02 02:34:00-04:00,38,379088,38.0,0.0,0.0,0.0
1995-07-02 02:35:00-04:00,27,377224,25.0,2.0,0.0,0.0
1995-07-02 02:36:00-04:00,12,457539,12.0,0.0,0.0,0.0
1995-07-02 02:37:00-04:00,17,2238632,13.0,4.0,0.0,0.0
1995-07-02 02:38:00-04:00,23,1278977,22.0,1.0,0.0,0.0
1995-07-02 02:39:00-04:00,34,500335,32.0,2.0,0.0,0.0
1995-07-02 02:40:00-04:00,37,483592,35.0,2.0,0.0,0.0
1995-07-02 02:41:00-04:00,26,444648,24.0,2.0,0.0,0.0
1995-07-02 02:42:00-04:00,25,1168889,24.0,1.0,0.0,0.0
1995-07-02 02:43:00-04:00,24,316827,24.0,0.0,0.0,0.0
1995-07-02 02:44:00-04:00,18,172954,18.0,0.0,0.0,0.0
1995-07-02 02:45:00-04:00,26,617494,23.0,3.0,0.0,0.0
1995-07-02 02:46:00-04:00,17,1481094,17.0,0.0,0.0,0.0
1995-07-02 02:47:00-04:00,23,458197,21.0,2.0,0.0,0.0
1995-07-02 02:48:00-04:00,39,794868,37.0,1.0,1.0,0.0
1995-07-02 02:49:00-04:00,19,356180,18.0,1.0,0.0,0.0
1995-07-02 02:50:00-04:00,38,563941,37.0,1.0,0.0,0.0
1995-07-02 02:51:00-04:00,28,344959,26.0,2.0,0.0,0.0
1995-07-02 02:52:00-04:00,34,1381140,23.0,11.0,0.0,0.0
1995-07-02 02:53:00-04:00,36,426931,32.0,4.0,0.0,0.0
1995-07-02 02:54:00-04:00,24,2315403,21.0,3.0,0.0,0.0
1995-07-02 02:55:00-04:00,15,679518,14.0,1.0,0.0,0.0
1995-07-02 02:56:00-04:00,9,163359,8.0,0.0,1.0,0.0
1995-07-02 02:57:00-04:00,22,283707,21.0,1.0,0.0,0.0
1995-07-02 02:58:00-04:00,23,433250,23.0,0.0,0.0,0.0
1995-07-02 02:59:00-04:00,34,1479845,33.0,1.0,0.0,0.0
1995-07-02 03:00:00-04:00,54,709050,49.0,5.0,0.0,0.0
1995-07-02 03:01:00-04:00,22,424147,18.0,4.0,0.0,0.0
1995-07-02 03:02:00-04:00,18,635928,15.0,3.0,0.0,0.0
1995-07-02 03:03:00-04:00,20,675529,17.0,3.0,0.0,0.0
1995-07-02 03:04:00-04:00,22,561913,21.0,1.0,0.0,0.0
1995-07-02 03:05:00-04:00,33,355660,28.0,5.0,0.0,0.0
1995-07-02 03:06:00-04:00,31,301790,30.0,1.0,0.0,0.0
1995-07-02 03:07:00-04:00,28,907525,25.0,3.0,0.0,0.0
1995-07-02 03:08:00-04:00,33,377664,31.0,2.0,0.0,0.0
1995-07-02 03:09:00-04:00,27,229030,25.0,1.0,1.0,0.0
1995-07-02 03:10:00-04:00,11,412600,10.0,1.0,0.0,0.0
1995-07-02 03:11:00-04:00,22,482010,19.0,3.0,0.0,0.0
1995-07-02 03:12:00-04:00,23,650238,22.0,1.0,0.0,0.0
1995-07-02 03:13:00-04:00,21,214120,17.0,4.0,0.0,0.0
1995-07-02 03:14:00-04:00,9,203114,8.0,1.0,0.0,0.0
1995-07-02 03:15:00-04:00,13,389862,13.0,0.0,0.0,0.0
1995-07-02 03:16:00-04:00,21,176032,21.0,0.0,0.0,0.0
1995-07-02 03:17:00-04:00,16,157734,15.0,1.0,0.0,0.0
1995-07-02 03:18:00-04:00,17,705034,16.0,1.0,0.0,0.0
1995-07-02 03:19:00-04:00,14,253313,12.0,2.0,0.0,0.0
1995-07-02 03:20:00-04:00,24,384194,19.0,5.0,0.0,0.0
1995-07-02 03:21:00-04:00,10,146853,10.0,0.0,0.0,0.0
1995-07-02 03:22:00-04:00,24,208222,22.0,2.0,0.0,0.0
1995-07-02 03:23:00-04:00,25,1486239,24.0,1.0,0.0,0.0
1995-07-02 03:24:00-04:00,27,366684,26.0,1.0,0.0,0.0
1995-07-02 03:25:00-04:00,33,1429301,33.0,0.0,0.0,0.0
1995-07-02 03:26:00-04:00,32,501022,27.0,5.0,0.0,0.0
1995-07-02 03:27:00-04:00,14,249172,13.0,1.0,0.0,0.0
1995-07-02 03:28:00-04:00,19,1491327,18.0,1.0,0.0,0.0
1995-07-02 03:29:00-04:00,13,173164,13.0,0.0,0.0,0.0
1995-07-02 03:30:00-04:00,18,1171271,15.0,3.0,0.0,0.0
1995-07-02 03:31:00-04:00,20,86193,18.0,2.0,0.0,0.0
1995-07-02 03:32:00-04:00,48,779023,43.0,5.0,0.0,0.0
1995-07-02 03:33:00-04:00,44,510281,37.0,7.0,0.0,0.0
1995-07-02 03:34:00-04:00,33,532205,33.0,0.0,0.0,0.0
1995-07-02 03:35:00-04:00,21,596100,18.0,3.0,0.0,0.0
1995-07-02 03:36:00-04:00,17,136966,16.0,1.0,0.0,0.0
1995-07-02 03:37:00-04:00,37,1132469,34.0,1.0,2.0,0.0
1995-07-02 03:38:00-04:00,32,568075,32.0,0.0,0.0,0.0
1995-07-02 03:39:00-04:00,39,1404870,37.0,2.0,0.0,0.0
1995-07-02 03:40:00-04:00,39,1091974,33.0,6.0,0.0,0.0
1995-07-02 03:41:00-04:00,19,353712,12.0,7.0,0.0,0.0
1995-07-02 03:42:00-04:00,35,752635,32.0,2.0,1.0,0.0
1995-07-02 03:43:00-04:00,18,1198303,14.0,4.0,0.0,0.0
1995-07-02 03:44:00-04:00,25,825017,20.0,5.0,0.0,0.0
1995-07-02 03:45:00-04:00,19,350903,17.0,2.0,0.0,0.0
1995-07-02 03:46:00-04:00,18,1876818,16.0,2.0,0.0,0.0
1995-07-02 03:47:00-04:00,26,675365,21.0,5.0,0.0,0.0
1995-07-02 03:48:00-04:00,17,118543,14.0,3.0,0.0,0.0
1995-07-02 03:49:00-04:00,28,527510,24.0,4.0,0.0,0.0
1995-07-02 03:50:00-04:00,28,1290117,28.0,0.0,0.0,0.0
1995-07-02 03:51:00-04:00,26,875848,25.0,1.0,0.0,0.0
1995-07-02 03:52:00-04:00,18,318281,15.0,2.0,1.0,0.0
1995-07-02 03:53:00-04:00,26,1186248,26.0,0.0,0.0,0.0
1995-07-02 03:54:00-04:00,41,1225425,33.0,8.0,0.0,0.0
1995-07-02 03:55:00-04:00,20,685143,18.0,2.0,0.0,0.0
1995-07-02 03:56:00-04:00,22,761201,20.0,2.0,0.0,0.0
1995-07-02 03:57:00-04:00,30,203851,22.0,8.0,0.0,0.0
1995-07-02 03:58:00-04:00,34,360992,30.0,4.0,0.0,0.0
1995-07-02 03:59:00-04:00,31,416810,29.0,0.0,2.0,0.0
1995-07-02 04:00:00-04:00,19,390095,18.0,1.0,0.0,0.0
1995-07-02 04:01:00-04:00,16,409765,16.0,0.0,0.0,0.0
1995-07-02 04:02:00-04:00,19,272339,18.0,1.0,0.0,0.0
1995-07-02 04:03:00-04:00,29,873577,28.0,1.0,0.0,0.0
1995-07-02 04:04:00-04:00,33,435834,20.0,13.0,0.0,0.0
1995-07-02 04:05:00-04:00,20,678233,20.0,0.0,0.0,0.0
1995-07-02 04:06:00-04:00,19,401484,12.0,7.0,0.0,0.0
1995-07-02 04:07:00-04:00,14,598856,10.0,4.0,0.0,0.0
1995-07-02 04:08:00-04:00,3,91497,3.0,0.0,0.0,0.0
1995-07-02 04:09:00-04:00,15,660229,10.0,5.0,0.0,0.0
1995-07-02 04:10:00-04:00,28,875971,28.0,0.0,0.0,0.0
1995-07-02 04:11:00-04:00,23,117079,14.0,9.0,0.0,0.0
1995-07-02 04:12:00-04:00,24,589373,17.0,7.0,0.0,0.0
1995-07-02 04:13:00-04:00,33,536031,33.0,0.0,0.0,0.0
1995-07-02 04:14:00-04:00,29,263646,29.0,0.0,0.0,0.0
1995-07-02 04:15:00-04:00,19,265433,17.0,2.0,0.0,0.0
1995-07-02 04:16:00-04:00,18,210604,17.0,1.0,0.0,0.0
1995-07-02 04:17:00-04:00,17,751563,15.0,1.0,1.0,0.0
1995-07-02 04:18:00-04:00,12,233416,12.0,0.0,0.0,0.0
1995-07-02 04:19:00-04:00,20,580482,17.0,2.0,1.0,0.0
1995-07-02 04:20:00-04:00,22,328518,22.0,0.0,0.0,0.0
1995-07-02 04:21:00-04:00,20,299629,14.0,6.0,0.0,0.0
1995-07-02 04:22:00-04:00,12,603479,12.0,0.0,0.0,0.0
